,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Dinheiro 25, 00 - Cartao de Debito 813, 50 - Cartao de Credito 679, 00",,,,,,,,,
12/06/2024,1 / 65,De 85051 Até 85084,"889,75",0,0,"884,75",5,"890,75","884,75",0
,"Cartao de Debito 440, 75 - Cartao de Credito 444, 00",,,,,,,,,
13/06/2024,1 / 65,De 85085 Até 85122,"1241,1",0,0,"1234,1",7,"1248,1","1234,1",0
,"Dinheiro 98, 50 - Cartao de Debito 707, 60 - Cartao de Credito 407, 00 - Pagamento Instantâneo (PIX) 21, 00",,,,,,,,,
14/06/2024,1 / 65,De 85123 Até 85168,"1511,9",0,0,"1491,6","20,3","1524,2","1491,6",0
,"Cartao de Debito 874, 60 - Cartao de Credito 402, 00 - Pagamento Instantâneo (PIX) 215, 00",,,,,,,,,
15/06/2024,1 / 65,De 85169 Até 85205,"1156,6",0,0,"1152,6",4,"1159,6","1152,6",0
,"Cartao de Debito 699, 00 - Cartao de Credito 453, 60",,,,,,,,,
17/06/2024,1 / 65,De 85206 Até 85235,1260,0,0,1231,29,1289,1231,0
,"Cartao de Debito 797, 00 - Cartao de Credito 434, 00",,,,,,,,,
18/06/2024,1 / 65,De 85236 Até 85270,"860,5",0,0,"860,5",0,"859,5","860,5",0
,"Cartao de Debito 512, 50 - Cartao de Credito 348, 00",,,,,,,,,
19/06/2024,1 / 65,De 85271 Até 85314,"1732,3",0,0,"1633,3",99,"1831,3","1633,3",0
,"Cartao de Debito 665, 80 - Cartao de Credito 928, 50 - Pagamento Instantâneo (PIX) 39, 00",,,,,,,,,
20/06/2024,1 / 65,De 85315 Até 85349,"1135,8",0,0,"1133,8",2,"1136,3","1133,8",0
,"Dinheiro 32, 00 - Cartao de Debito 575, 80 - Cartao de Credito 526, 00",,,,,,,,,
21/06/2024,1 / 65,De 85350 Até 85397,"1769,8",0,0,"1751,8",18,"1774,8","1751,8",0
,"Dinheiro 105, 00 - Cartao de Debito 500, 00 - Cartao de Credito 756, 80 - Pagamento Instantâneo (PIX) 390, 00",,,,,,,,,
22/06/2024,1 / 65,De 85398 Até 85434,"919,9",0,0,"908,9",11,"923,9","908,9",0
,"Cartao de Debito 470, 40 - Cartao de Credito 433, 50 - Pagamento Instantâneo (PIX) 5, 00",,,,,,,,,
24/06/2024,1 / 65,De 85435 Até 85462,"986,4",0,0,"950,4",36,"1015,4","950,4",0
,"Cartao de Debito 323, 40 - Cartao de Credito 627, 00",,,,,,,,,
