,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Dinheiro 38, 00 - Cartao de Debito 622, 50 - Cartao de Credito 568, 00",,,,,,,,,
03/07/2023,1 / 65,De 73989 Até 74043,1685,0,0,"1672,7","12,3","1693,8","1672,7",0
,"Dinheiro 12, 00 - Cartao de Debito 814, 70 - Cartao de Credito 846, 00",,,,,,,,,
04/07/2023,1 / 65,De 74044 Até 74084,"1260,9",0,0,"1248,4","12,5","1254,4","1248,4",0
,"Dinheiro 35, 00 - Cartao de Debito 612, 90 - Cartao de Credito 522, 50 - Pagamento Instantâneo (PIX) 78, 00",,,,,,,,,
05/07/2023,1 / 65,De 74085 Até 74130,"1176,4",0,0,"1171,1","5,3","1177,7","1171,1",0
,"Dinheiro 46, 00 - Cartao de Debito 572, 50 - Cartao de Credito 552, 60",,,,,,,,,
06/07/2023,1 / 65,De 74131 Até 74183,1680,0,0,"1601,9","78,1","1758,1","1601,9",0
,"Cartao de Debito 864, 30 - Cartao de Credito 737, 60",,,,,,,,,
07/07/2023,1 / 65,De 74184 Até 74222,"1521,4",0,0,"1494,4",27,"1547,9","1494,4",0
,"Cartao de Debito 1285, 90 - Cartao de Credito 164, 50 - Pagamento Instantâneo (PIX) 44, 00",,,,,,,,,
08/07/2023,1 / 65,De 74223 Até 74276,"1500,8",0,0,"1479,8",21,"1520,8","1479,8",0
,"Dinheiro 37, 00 - Cartao de Debito 859, 30 - Cartao de Credito 583, 50",,,,,,,,,
10/07/2023,1 / 65,De 74277 Até 74311,"1172,5",0,0,"1152,5",20,"1191,5","1152,5",0
,"Dinheiro 4, 00 - Cartao de Debito 720, 00 - Cartao de Credito 428, 50",,,,,,,,,
11/07/2023,1 / 65,De 74312 Até 74366,"1543,25",0,0,"1527,75","15,5","1544,75","1527,75",0
,"Cartao de Debito 910, 25 - Cartao de Credito 617, 50",,,,,,,,,
12/07/2023,1 / 65,De 74367 Até 74409,"1083,6",0,0,"1083,6",0,"1082,6","1083,6",0
,"Dinheiro 148, 00 - Cartao de Debito 752, 10 - Cartao de Credito 183, 50",,,,,,,,,
13/07/2023,1 / 65,De 74410 Até 74451,"1166,1",0,0,"1160,5","5,6","1169,7","1160,5",0
,"Cartao de Debito 637, 90 - Cartao de Credito 518, 80 - Pagamento Instantâneo (PIX) 3, 80",,,,,,,,,
14/07/2023,1 / 65,De 74452 Até 74478,"1659,8",0,0,"1631,8",28,"1678,8","1631,8",0
,"Cartao de Debito 595, 60 - Cartao de Credito 973, 50 - Pagamento Instantâneo (PIX) 62, 70",,,,,,,,,
