,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
,"Dinheiro 13, 00 - Cartao de Debito 662, 30 - Cartao de Credito 472, 00 - Pagamento Instantâneo (PIX) 32, 00",,,,,,,,,
09/05/2023,1 / 65,De 72124 Até 72173,"1572,9",0,0,"1544,9",28,"1595,9","1544,9",0
,"Cartao de Debito 871, 00 - Cartao de Credito 673, 90",,,,,,,,,
10/05/2023,1 / 65,De 72174 Até 72205,"1046,5",0,0,"996,5",50,"1094,5","996,5",0
,"Dinheiro 33, 00 - Cartao de Debito 541, 50 - Cartao de Credito 422, 00",,,,,,,,,
11/05/2023,1 / 65,De 72206 Até 72243,"1113,7",0,0,"1093,7",20,"1128,7","1093,7",0
,"Cartao de Debito 1020, 70 - Cartao de Credito 73, 00",,,,,,,,,
12/05/2023,1 / 65,De 72244 Até 72267,"779,25",0,0,"779,2","0,05","776,3","779,2",0
,"Dinheiro 62, 00 - Cartao de Debito 358, 70 - Cartao de Credito 311, 50 - Pagamento Instantâneo (PIX) 47, 00",,,,,,,,,
13/05/2023,1 / 65,De 72268 Até 72307,"1308,8",0,0,"1275,3","33,5","1342,3","1275,3",0
,"Dinheiro 3, 60 - Cartao de Debito 1018, 80 - Cartao de Credito 252, 90",,,,,,,,,
15/05/2023,1 / 65,De 72308 Até 72349,"1345,2",0,0,"1333,2",12,"1356,2","1333,2",0
,"Cartao de Debito 908, 70 - Cartao de Credito 424, 50",,,,,,,,,
16/05/2023,1 / 65,De 72350 Até 72387,"1036,4",0,0,"1030,4",6,"1038,4","1030,4",0
,"Cartao de Debito 715, 50 - Cartao de Credito 314, 90",,,,,,,,,
17/05/2023,1 / 65,De 72388 Até 72421,"748,3",0,0,"745,5","2,8","751,1","745,5",0
,"Cartao de Debito 630, 00 - Cartao de Credito 115, 50",,,,,,,,,
18/05/2023,1 / 65,De 72422 Até 72457,1001,0,0,995,6,"1006,5",995,0
,"Dinheiro 35, 00 - Cartao de Debito 551, 40 - Cartao de Credito 408, 60",,,,,,,,,
19/05/2023,1 / 65,De 72458 Até 72486,"1257,5",0,0,"1255,5",2,"1254,5","1255,5",0
,"Cartao de Debito 756, 50 - Cartao de Credito 499, 00",,,,,,,,,
20/05/2023,1 / 65,De 72487 Até 72536,"1602,6",0,0,"1587,9","14,7","1611,3","1587,9",0
,"Cartao de Debito 1146, 40 - Cartao de Credito 441, 50",,,,,,,,,
