,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
27/02/2023,1 / 65,De 69926 Até 69960,932,0,0,"931,5","0,5","932,5","931,5",0
,"Cartao de Debito 776, 50 - Cartao de Credito 155, 00",,,,,,,,,
28/02/2023,1 / 65,De 69961 Até 69994,"978,4",0,0,"978,4",0,"977,8","978,4",0
,"Cartao de Debito 648, 30 - Cartao de Credito 330, 10",,,,,,,,,
01/03/2023,1 / 65,De 69995 Até 70042,"1101,1",0,0,"1100,8","0,3","1101,4","1100,8",0
,"Cartao de Debito 867, 30 - Cartao de Credito 233, 50",,,,,,,,,
02/03/2023,1 / 65,De 70043 Até 70073,795,0,0,790,5,800,790,0
,"Dinheiro 78, 00 - Cartao de Debito 578, 50 - Cartao de Credito 133, 50",,,,,,,,,
03/03/2023,1 / 65,De 70074 Até 70106,"824,2",0,0,"814,6","9,6","831,8","814,6",0
,"Cartao de Debito 492, 10 - Cartao de Credito 322, 50",,,,,,,,,
04/03/2023,1 / 65,De 70107 Até 70139,"893,9",0,0,"893,9",0,"887,9","893,9",0
,"Dinheiro 45, 00 - Cartao de Debito 632, 50 - Cartao de Credito 216, 40",,,,,,,,,
06/03/2023,1 / 65,De 70140 Até 70178,1023,0,0,990,33,1056,990,0
,"Cartao de Debito 581, 50 - Cartao de Credito 408, 50",,,,,,,,,
07/03/2023,1 / 65,De 70179 Até 70218,"1316,4",0,0,"1316,4",0,"1314,4","1316,4",0
,"Cartao de Debito 877, 90 - Cartao de Credito 438, 50",,,,,,,,,
08/03/2023,1 / 65,De 70219 Até 70263,1143,0,0,1138,5,1143,1138,0
,"Dinheiro 12, 00 - Cartao de Debito 613, 50 - Cartao de Credito 512, 50",,,,,,,,,
09/03/2023,1 / 65,De 70264 Até 70291,"1195,75",0,0,"1192,75",3,"1198,75","1192,75",0
,"Dinheiro 71, 00 - Cartao de Debito 617, 25 - Cartao de Credito 504, 50",,,,,,,,,
10/03/2023,1 / 65,De 70292 Até 70326,"1349,7",0,0,"1325,2","24,5","1357,2","1325,2",0
,"Dinheiro 75, 00 - Cartao de Debito 874, 20 - Cartao de Credito 376, 00",,,,,,,,,
11/03/2023,1 / 65,De 70327 Até 70350,"671,4",0,0,"671,4",0,"671,4","671,4",0
