,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
04/11/2023,1 / 65,De 78056 Até 78096,1541,0,0,1524,17,1549,1524,0
,"Dinheiro 149, 80 - Cartao de Debito 951, 20 - Cartao de Credito 310, 00 - Pagamento Instantâneo (PIX) 113, 00",,,,,,,,,
06/11/2023,1 / 65,De 78097 Até 78135,"1253,6",0,0,"1219,1","34,5","1288,1","1219,1",0
,"Cartao de Debito 832, 10 - Cartao de Credito 328, 00 - Pagamento Instantâneo (PIX) 59, 00",,,,,,,,,
07/11/2023,1 / 65,De 78136 Até 78181,"1398,4",0,0,"1398,4",0,"1395,4","1398,4",0
,"Dinheiro 104, 60 - Cartao de Debito 736, 80 - Cartao de Credito 557, 00",,,,,,,,,
08/11/2023,1 / 65,De 78182 Até 78240,"1960,5",0,0,"1948,5",12,"1967,9","1948,5",0
,"Dinheiro 30, 00 - Cartao de Debito 1170, 50 - Cartao de Credito 724, 00 - Pagamento Instantâneo (PIX) 24, 00",,,,,,,,,
09/11/2023,1 / 65,De 78241 Até 78288,"1131,5",0,0,"1131,5",0,"1129,5","1131,5",0
,"Cartao de Debito 725, 50 - Cartao de Credito 406, 00",,,,,,,,,
10/11/2023,1 / 65,De 78289 Até 78317,"871,6",0,0,"865,6",6,"873,6","865,6",0
,"Cartao de Debito 460, 00 - Cartao de Credito 405, 60",,,,,,,,,
11/11/2023,1 / 65,De 78318 Até 78347,"1427,7",0,0,"1423,7",4,"1410,2","1423,7",0
,"Dinheiro 29, 00 - Cartao de Debito 947, 70 - Cartao de Credito 260, 00 - Pagamento Instantâneo (PIX) 187, 00",,,,,,,,,
13/11/2023,1 / 65,De 78348 Até 78387,"1425,9",0,0,"1422,9",3,"1424,9","1422,9",0
,"Dinheiro 19, 00 - Cartao de Debito 731, 40 - Cartao de Credito 635, 00 - Pagamento Instantâneo (PIX) 37, 50",,,,,,,,,
14/11/2023,1 / 65,De 78388 Até 78433,"1624,3",0,0,"1603,3",21,"1645,3","1603,3",0
,"Dinheiro 86, 00 - Cartao de Debito 883, 30 - Cartao de Credito 634, 00",,,,,,,,,
16/11/2023,1 / 65,De 78434 Até 78474,"1063,3",0,0,"1059,3",4,"1065,3","1059,3",0
,"Cartao de Debito 738, 80 - Cartao de Credito 320, 50",,,,,,,,,
17/11/2023,1 / 65,De 78475 Até 78510,"981,8",0,0,"967,3","14,5","996,3","967,3",0
,"Dinheiro 14, 00 - Cartao de Debito 494, 30 - Cartao de Credito 452, 00 - Pagamento Instantâneo (PIX) 7, 00",,,,,,,,,
18/11/2023,1 / 65,De 78511 Até 78542,"1241,1",0,0,"1222,8","18,3","1254,9","1222,8",0
