,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
08/09/2023,1 / 65,De 76269 Até 76306,"1197,5",0,0,"1188,5",9,1201,"1188,5",0
,"Cartao de Debito 651, 50 - Cartao de Credito 375, 00 - Pagamento Instantâneo (PIX) 162, 00",,,,,,,,,
09/09/2023,1 / 65,De 76307 Até 76342,"1717,8",0,0,"1703,8",14,"1731,8","1703,8",0
,"Cartao de Debito 673, 50 - Cartao de Credito 945, 30 - Pagamento Instantâneo (PIX) 85, 00",,,,,,,,,
11/09/2023,1 / 65,De 76343 Até 76381,"1103,9",0,0,"1093,9",10,"1112,9","1093,9",0
,"Cartao de Debito 881, 10 - Cartao de Credito 212, 80",,,,,,,,,
12/09/2023,1 / 65,De 76382 Até 76417,"1023,2",0,0,"1018,7","4,5","1027,7","1018,7",0
,"Cartao de Debito 834, 70 - Cartao de Credito 184, 00",,,,,,,,,
13/09/2023,1 / 65,De 76418 Até 76457,"1397,9",0,0,"1331,9",66,"1463,9","1331,9",0
,"Cartao de Debito 628, 90 - Cartao de Credito 703, 00",,,,,,,,,
14/09/2023,1 / 65,De 76458 Até 76489,"1023,5",0,0,"991,5",32,"1055,5","991,5",0
,"Cartao de Debito 518, 50 - Cartao de Credito 473, 00",,,,,,,,,
15/09/2023,1 / 65,De 76490 Até 76520,"653,2",0,0,"649,7","3,5","654,7","649,7",0
,"Cartao de Debito 307, 20 - Cartao de Credito 245, 00 - Pagamento Instantâneo (PIX) 97, 50",,,,,,,,,
16/09/2023,1 / 65,De 76521 Até 76579,"1866,1",0,0,"1841,1",25,"1891,1","1841,1",0
,"Dinheiro 12, 00 - Cartao de Debito 1054, 00 - Cartao de Credito 775, 10",,,,,,,,,
18/09/2023,1 / 65,De 76580 Até 76613,"1799,5",0,0,"1729,5",70,"1869,5","1729,5",0
,"Cartao de Debito 722, 10 - Cartao de Credito 1007, 40",,,,,,,,,
19/09/2023,1 / 65,De 76614 Até 76645,"833,5",0,0,"827,5",6,"839,5","827,5",0
,"Dinheiro 100, 00 - Cartao de Debito 294, 50 - Cartao de Credito 433, 00",,,,,,,,,
20/09/2023,1 / 65,De 76646 Até 76673,"1536,1",0,0,"1527,6","8,5","1542,6","1527,6",0
,"Cartao de Debito 1133, 10 - Cartao de Credito 193, 00 - Pagamento Instantâneo (PIX) 201, 50",,,,,,,,,
21/09/2023,1 / 65,De 76674 Até 76722,1741,0,0,1739,2,1725,1739,0
